student_id,student_name,class,section,month,fee_due,fee_paid,days_delayed,default_prob,predicted_delay_days,risk_score
2f39ae3b,Reyansh Johal,2,C,2023-06,9747,9747,0,8.2272636e-05,3.5641148,0.5
2f39ae3b,Rhea Madan,2,C,2023-07,8418,8418,5,8.2272636e-05,5.2464504,0.8
2f39ae3b,Kanav Goswami,2,C,2023-08,4639,4639,15,8.2272636e-05,6.17314,1.0
2f39ae3b,Misha Wable,2,C,2023-09,4453,4453,5,8.2272636e-05,8.438433,1.3
2f39ae3b,Vivaan Sood,2,C,2023-10,11252,11252,1,8.2272636e-05,7.0122366,1.1
2f39ae3b,Heer Deo,2,C,2023-11,12549,7569,37,0.99991775,35.47684,76.5
2f39ae3b,Nitya Chandran,2,C,2023-12,12431,12431,19,8.2272636e-05,12.555576,2.0
2f39ae3b,Nitya Madan,2,C,2024-01,7549,7549,13,8.2272636e-05,12.9324465,2.1
2f39ae3b,Azad Subramanian,2,C,2024-02,3001,3001,4,8.2272636e-05,11.175526,1.8
2f39ae3b,Saira Setty,2,C,2024-03,9997,9997,1,8.2272636e-05,6.1060824,0.9
2f39ae3b,Aradhya Agate,2,C,2024-04,14409,14409,25,8.2272636e-05,10.163335,1.6
2f39ae3b,Mohanlal Bera,2,C,2024-05,8717,8717,6,8.2272636e-05,10.35913,1.7
2f39ae3b,Kabir Handa,2,C,2024-06,8847,8847,17,8.2272636e-05,11.691441,1.9
2f39ae3b,Nitya Bhatt,2,C,2024-07,10411,10411,3,8.2272636e-05,8.515934,1.4
2f39ae3b,Akarsh Dara,2,C,2024-08,12114,12114,3,8.2272636e-05,7.1104555,1.1
2f39ae3b,Ojas Sha,2,C,2024-09,14402,8265,38,0.99991775,34.20974,76.3
2f39ae3b,Dhanuk Din,2,C,2024-10,4597,4597,6,8.2272636e-05,11.776617,1.9
2f39ae3b,Indrajit Buch,2,C,2024-11,13276,13276,1,8.2272636e-05,11.8638735,1.9
2f39ae3b,Raghav Sarna,2,C,2024-12,12366,12366,2,8.2272636e-05,3.174917,0.5
2fe3192e,Aaryahi Sahni,10,D,2022-01,12158,12158,1,8.2272636e-05,1.3540169,0.1
2fe3192e,Myra Deshpande,10,D,2022-02,13654,13654,0,8.2272636e-05,0.67465085,0.0
2fe3192e,Ayesha Basak,10,D,2022-03,3942,3560,54,0.99991775,41.00541,77.4
2fe3192e,Jivin Ahuja,10,D,2022-04,10809,10809,20,8.2272636e-05,17.270838,2.8
2fe3192e,Zain Samra,10,D,2022-05,14572,14572,10,8.2272636e-05,17.45253,2.9
2fe3192e,Miraan Magar,10,D,2022-06,5422,5422,6,8.2272636e-05,12.620346,2.0
2fe3192e,Darshit Choudhury,10,D,2022-07,4044,4044,23,8.2272636e-05,12.598478,2.0
2fe3192e,Hansh Rege,10,D,2022-08,14174,14174,17,8.2272636e-05,13.304531,2.2
2fe3192e,Lavanya Bir,10,D,2022-09,8806,4662,114,0.99991775,82.374115,84.4
2fe3192e,Kashvi Srivastava,10,D,2022-10,14777,9224,98,0.99991775,111.69488,89.3
2fe3192e,Tanya Kari,10,D,2022-11,7128,7128,24,8.2272636e-05,20.455221,3.4
2fe3192e,Jayan Reddy,10,D,2022-12,14923,14923,14,8.2272636e-05,14.256967,2.3
2fe3192e,Ira Dyal,10,D,2023-01,3451,3451,16,8.2272636e-05,12.433725,2.0
2fe3192e,Shlok Ahluwalia,10,D,2023-02,14691,14691,27,8.2272636e-05,12.455126,2.0
2fe3192e,Saksham Srinivas,10,D,2023-03,12793,12793,2,8.2272636e-05,12.1037,2.0
2fe3192e,Trisha Reddy,10,D,2023-04,11041,11041,9,8.2272636e-05,11.6764345,1.9
2fe3192e,Hunar Banik,10,D,2023-05,10058,10058,1,8.2272636e-05,4.13348,0.6
2fe3192e,Anahita Dar,10,D,2023-06,14537,14537,1,8.2272636e-05,3.5260813,0.5
2fe3192e,Yuvraj  Shenoy,10,D,2023-07,5184,5184,5,8.2272636e-05,2.5112221,0.3
2fe3192e,Aarush Saini,10,D,2023-08,9492,9492,15,8.2272636e-05,7.5196967,1.2
2fe3192e,Divij Dutt,10,D,2023-09,6525,5205,36,0.99991775,40.974834,77.4
2fe3192e,Lagan Goyal,10,D,2023-10,8076,8076,15,8.2272636e-05,12.561752,2.0
2fe3192e,Darshit Kunda,10,D,2023-11,11821,11821,9,8.2272636e-05,12.566385,2.0
2fe3192e,Tushar Goyal,10,D,2023-12,14423,14423,2,8.2272636e-05,8.724074,1.4
2fe3192e,Adah Ray,10,D,2024-01,14053,14053,19,8.2272636e-05,10.213326,1.6
2fe3192e,Gokul Sathe,10,D,2024-02,7991,7991,7,8.2272636e-05,9.656023,1.5
2fe3192e,Nirvaan Lanka,10,D,2024-03,8415,8415,22,8.2272636e-05,11.786872,1.9
2fe3192e,Tushar Kannan,10,D,2024-04,6810,5151,90,0.99991775,69.26364,82.2
2fe3192e,Pihu Dhawan,10,D,2024-05,11322,11322,2,8.2272636e-05,12.602796,2.0
2fe3192e,Eshani Bhasin,10,D,2024-06,9670,9670,5,8.2272636e-05,13.762967,2.2
2fe3192e,Nishith Manne,10,D,2024-07,5363,5363,15,8.2272636e-05,7.52212,1.2
2fe3192e,Mamooty Raj,10,D,2024-08,11841,11143,83,0.99991775,58.493095,80.3
2fe3192e,Himmat Varkey,10,D,2024-09,12615,8092,35,0.99991775,52.00895,79.3
2fe3192e,Zaina Karnik,10,D,2024-10,3111,2914,54,0.99991775,55.967113,79.9
2fe3192e,Jayesh Mahajan,10,D,2024-11,3867,3867,9,8.2272636e-05,14.075238,2.3
2fe3192e,Kiara Sha,10,D,2024-12,14667,12313,115,0.99991775,114.02422,89.7
30ddfd1c,Riaan Ganesh,2,C,2022-01,9642,9642,5,8.2272636e-05,5.2481775,0.8
30ddfd1c,Ivan Dugal,2,C,2022-02,12602,12602,16,8.2272636e-05,11.376763,1.8
30ddfd1c,Kiaan Datta,2,C,2022-03,6281,4603,50,0.99991775,45.496212,78.2
30ddfd1c,Dharmajan Mangat,2,C,2022-04,14528,14528,0,8.2272636e-05,12.585844,2.0
30ddfd1c,Aarav Magar,2,C,2022-05,4124,3767,33,0.99991775,50.670147,79.0
30ddfd1c,Aarush Tata,2,C,2022-06,12004,12004,12,8.2272636e-05,11.799982,1.9
30ddfd1c,Sahil Konda,2,C,2022-07,7661,7661,12,8.2272636e-05,12.439393,2.0
30ddfd1c,Anaya Srivastava,2,C,2022-08,14897,14897,10,8.2272636e-05,10.39772,1.7
30ddfd1c,Indrajit Dhawan,2,C,2022-09,12160,12160,1,8.2272636e-05,7.257045,1.1
30ddfd1c,Vivaan Hari,2,C,2022-10,12550,12550,1,8.2272636e-05,4.1990457,0.6
30ddfd1c,Nitara Lalla,2,C,2022-11,8703,8703,13,8.2272636e-05,5.3425293,0.8
30ddfd1c,Ishaan Chadha,2,C,2022-12,8693,8693,6,8.2272636e-05,6.5752635,1.0
30ddfd1c,Sara Viswanathan,2,C,2023-01,7530,4531,37,0.99991775,39.556694,77.2
30ddfd1c,Neysa Ratti,2,C,2023-02,6187,6187,7,8.2272636e-05,11.978084,1.9
30ddfd1c,Armaan Sani,2,C,2023-03,10450,10450,2,8.2272636e-05,11.6671095,1.9
30ddfd1c,Lavanya Vyas,2,C,2023-04,9618,9618,18,8.2272636e-05,8.529144,1.4
30ddfd1c,Seher Brar,2,C,2023-05,12419,12419,5,8.2272636e-05,8.529144,1.4
30ddfd1c,Keya Chandran,2,C,2023-06,3076,3076,11,8.2272636e-05,10.43501,1.7
30ddfd1c,Samarth Cherian,2,C,2023-07,7277,7277,17,8.2272636e-05,10.727044,1.7
30ddfd1c,Rania Sen,2,C,2023-08,5867,4008,34,0.99991775,41.483288,77.5
30ddfd1c,Tara Baral,2,C,2023-09,4744,4744,23,8.2272636e-05,13.598522,2.2
30ddfd1c,Vaibhav Iyer,2,C,2023-10,12152,12152,16,8.2272636e-05,13.598522,2.2
30ddfd1c,Siya Buch,2,C,2023-11,4185,4185,17,8.2272636e-05,12.419729,2.0
30ddfd1c,Eva Kadakia,2,C,2023-12,11243,7110,43,0.99991775,45.01407,78.1
30ddfd1c,Jiya Badami,2,C,2024-01,4917,4917,5,8.2272636e-05,12.487142,2.0
30ddfd1c,Mishti Sagar,2,C,2024-02,11409,11409,0,8.2272636e-05,11.707256,1.9
30ddfd1c,Kartik Chander,2,C,2024-03,7222,7222,4,8.2272636e-05,3.1882613,0.5
30ddfd1c,Rania Bhargava,2,C,2024-04,11813,11813,3,8.2272636e-05,2.513636,0.3
30ddfd1c,Madhup Subramaniam,2,C,2024-05,12419,12419,16,8.2272636e-05,7.326334,1.2
30ddfd1c,Anika Kunda,2,C,2024-06,7098,7098,15,8.2272636e-05,10.418224,1.7
30ddfd1c,Yakshit Ben,2,C,2024-07,14373,14373,13,8.2272636e-05,11.566171,1.9
30ddfd1c,Ishaan Koshy,2,C,2024-08,10254,10254,0,8.2272636e-05,9.333802,1.5
30ddfd1c,Aaina Solanki,2,C,2024-09,9178,9178,19,8.2272636e-05,10.367709,1.7
30ddfd1c,Anahi Hans,2,C,2024-10,12226,12226,5,8.2272636e-05,7.914502,1.3
30ddfd1c,Saira Soman,2,C,2024-11,10923,10923,16,8.2272636e-05,10.826618,1.7
30ddfd1c,Sahil Rajagopal,2,C,2024-12,6985,6985,12,8.2272636e-05,10.7102585,1.7
3162b341,Uthkarsh Agate,4,A,2022-01,5314,5314,8,8.2272636e-05,8.959132,1.4
3162b341,Ivana Sharma,4,A,2022-02,10043,10043,3,8.2272636e-05,5.0475655,0.8
3162b341,Purab Karpe,4,A,2022-03,9622,7252,49,0.99991775,42.358322,77.6
3162b341,Aradhya Sathe,4,A,2022-04,3897,3897,4,8.2272636e-05,12.432286,2.0
3162b341,Vedika Chahal,4,A,2022-05,9681,9681,27,8.2272636e-05,13.62672,2.2
3162b341,Vanya Bhavsar,4,A,2022-06,13194,13194,12,8.2272636e-05,11.566404,1.9
3162b341,Jayant Doctor,4,A,2022-07,14463,14463,7,8.2272636e-05,11.791965,1.9
3162b341,Aayush Srivastava,4,A,2022-08,3376,3192,30,8.2272636e-05,28.705067,4.7
3162b341,Mahika Karan,4,A,2022-09,10749,10749,18,8.2272636e-05,12.425148,2.0
3162b341,Vivaan Bakshi,4,A,2022-10,5539,5539,15,8.2272636e-05,12.658207,2.0
3162b341,Priyansh Shan,4,A,2022-11,9520,9520,26,8.2272636e-05,12.77951,2.1
3162b341,Eshani Ghosh,4,A,2022-12,13489,13489,20,8.2272636e-05,12.702126,2.1
3162b341,Zaina Deo,4,A,2023-01,4928,4928,10,8.2272636e-05,12.432286,2.0
3162b341,Kiaan Gaba,4,A,2023-02,10490,10490,24,8.2272636e-05,12.410886,2.0
3162b341,Dhanush Varghese,4,A,2023-03,9843,9228,33,0.99991775,41.74294,77.5
3162b341,Dharmajan Shan,4,A,2023-04,3500,3500,0,8.2272636e-05,12.432286,2.0
3162b341,Divyansh Rau,4,A,2023-05,13517,13517,18,8.2272636e-05,12.189969,2.0
3162b341,Advika D’Alia,4,A,2023-06,10241,10241,1,8.2272636e-05,6.164656,1.0
3162b341,Aarush Karpe,4,A,2023-07,5849,5849,6,8.2272636e-05,9.161809,1.5
3162b341,Hrishita Dugar,4,A,2023-08,6537,6537,24,8.2272636e-05,10.351233,1.7
3162b341,Samar Krish,4,A,2023-09,8070,6074,60,0.99991775,54.71518,79.7
3162b341,Pari Chana,4,A,2023-10,14868,8960,64,0.99991775,67.39896,81.8
3162b341,Romil Sidhu,4,A,2023-11,12940,12940,2,8.2272636e-05,14.517258,2.4
3162b341,Miraan Madan,4,A,2023-12,6610,6610,16,8.2272636e-05,13.466143,2.2
3162b341,Lakshay Rau,4,A,2024-01,8337,8337,26,8.2272636e-05,11.50712,1.9
3162b341,Nehmat Chandra,4,A,2024-02,13979,13979,4,8.2272636e-05,11.774881,1.9
3162b341,Adah Sachdev,4,A,2024-03,13855,10683,43,0.99991775,47.36341,78.5
3162b341,Alisha Khosla,4,A,2024-04,8927,7075,40,0.99991775,39.329826,77.1
3162b341,Pranay Sheth,4,A,2024-05,11523,6479,70,0.99991775,56.970722,80.1
3162b341,Ayesha Swaminathan,4,A,2024-06,12193,12193,0,8.2272636e-05,13.2178545,2.1
3162b341,Lagan Tak,4,A,2024-07,3286,3286,7,8.2272636e-05,13.724105,2.2
3162b341,Farhan Bobal,4,A,2024-08,7664,6687,52,0.99991775,40.52522,77.3
3162b341,Tara Chatterjee,4,A,2024-09,8647,8059,33,0.99991775,40.047432,77.2
3162b341,Tanya Chaudhuri,4,A,2024-10,13872,7671,67,0.99991775,62.250763,81.0
3162b341,Rasha Sastry,4,A,2024-11,5334,5334,1,8.2272636e-05,14.503356,2.4
3162b341,Himmat Vala,4,A,2024-12,14389,14389,27,8.2272636e-05,15.488433,2.5
31e37987,Mamooty Dara,6,B,2022-01,13739,13739,5,8.2272636e-05,4.9839344,0.8
31e37987,Suhana Sinha,6,B,2022-02,4234,4234,18,8.2272636e-05,11.528556,1.9
31e37987,Tarini Gola,6,B,2022-03,5902,5902,1,8.2272636e-05,8.078996,1.3
31e37987,Lavanya Gill,6,B,2022-04,13288,13288,13,8.2272636e-05,11.273058,1.8
31e37987,Kiaan Din,6,B,2022-05,11095,11095,6,8.2272636e-05,6.044,0.9
31e37987,Navya Choudhury,6,B,2022-06,10601,10601,14,8.2272636e-05,11.82059,1.9
31e37987,Manikya Hayer,6,B,2022-07,12236,12236,0,8.2272636e-05,6.044,0.9
31e37987,Nayantara Korpal,6,B,2022-08,12494,8770,30,8.2272636e-05,30.44008,5.0
31e37987,Tarini Taneja,6,B,2022-09,12248,9667,54,0.99991775,51.95171,79.2
31e37987,Yuvraj  Gera,6,B,2022-10,13232,8540,52,0.99991775,55.28146,79.8
31e37987,Saanvi Gulati,6,B,2022-11,13276,13276,20,8.2272636e-05,14.669815,2.4
31e37987,Vedika Gera,6,B,2022-12,8179,8179,2,8.2272636e-05,12.795761,2.1
31e37987,Nishith Sidhu,6,B,2023-01,5473,5473,21,8.2272636e-05,11.440649,1.8
31e37987,Ojas Kala,6,B,2023-02,10205,10205,0,8.2272636e-05,7.1517916,1.1
31e37987,Romil Dyal,6,B,2023-03,4118,4118,0,8.2272636e-05,7.08069,1.1
31e37987,Hrishita Vala,6,B,2023-04,10682,10682,5,8.2272636e-05,1.8440496,0.2
31e37987,Mehul Sethi,6,B,2023-05,10245,10245,10,8.2272636e-05,5.228648,0.8
31e37987,Anya Bala,6,B,2023-06,13344,13344,22,8.2272636e-05,11.0932665,1.8
31e37987,Amani Mand,6,B,2023-07,7961,7961,17,8.2272636e-05,11.802721,1.9
31e37987,Riaan Varty,6,B,2023-08,7500,7500,8,8.2272636e-05,11.519784,1.9
31e37987,Reyansh Rau,6,B,2023-09,12689,12689,4,8.2272636e-05,9.075262,1.4
31e37987,Purab Kala,6,B,2023-10,3920,2580,87,0.99991775,55.63338,79.9
31e37987,Rohan Srinivasan,6,B,2023-11,4215,4215,8,8.2272636e-05,13.846601,2.2
31e37987,Parinaaz Grewal,6,B,2023-12,8085,8085,9,8.2272636e-05,12.997004,2.1
31e37987,Advika Bhavsar,6,B,2024-01,10565,10565,2,8.2272636e-05,6.1647596,1.0
31e37987,Jivin Chadha,6,B,2024-02,10404,10404,23,8.2272636e-05,10.285643,1.7
31e37987,Miraan Bhagat,6,B,2024-03,3616,3616,17,8.2272636e-05,11.440649,1.8
31e37987,Himmat Golla,6,B,2024-04,3932,3932,3,8.2272636e-05,11.440649,1.8
31e37987,Suhana Lala,6,B,2024-05,9041,9041,1,8.2272636e-05,7.08069,1.1
31e37987,Reyansh Dyal,6,B,2024-06,7703,7703,17,8.2272636e-05,7.08069,1.1
31e37987,Rohan Dugar,6,B,2024-07,4257,4257,15,8.2272636e-05,10.577677,1.7
31e37987,Riaan Chauhan,6,B,2024-08,13562,13562,4,8.2272636e-05,11.0932665,1.8
31e37987,Advika Manda,6,B,2024-09,4479,3479,45,0.99991775,43.343987,77.8
31e37987,Vritika Rajan,6,B,2024-10,11307,11307,2,8.2272636e-05,11.397229,1.8
31e37987,Hridaan Bansal,6,B,2024-11,9299,9299,8,8.2272636e-05,11.912503,1.9
31e37987,Madhup Hegde,6,B,2024-12,10581,8053,43,0.99991775,39.501915,77.2
3280338a,Hunar Sunder,10,A,2022-01,11584,11584,26,8.2272636e-05,24.973412,4.1
3280338a,Anya Devan,10,A,2022-02,14053,10400,33,0.99991775,52.943718,79.4
3280338a,Mamooty Saini,10,A,2022-03,4100,4100,3,8.2272636e-05,11.897523,1.9
3280338a,Tejas Dayal,10,A,2022-04,6199,6199,14,8.2272636e-05,11.655038,1.9
3280338a,Divyansh Bose,10,A,2022-05,6251,3695,37,0.99991775,37.12556,76.8
3280338a,Vidur Ramakrishnan,10,A,2022-06,6802,6802,9,8.2272636e-05,12.474029,2.0
3280338a,Anvi Kunda,10,A,2022-07,4461,4461,1,8.2272636e-05,11.557653,1.9
3280338a,Anahi Bhakta,10,A,2022-08,5173,5173,9,8.2272636e-05,6.2749915,1.0
3280338a,Indrans Dixit,10,A,2022-09,8147,8147,7,8.2272636e-05,5.482075,0.8
3280338a,Advika Wason,10,A,2022-10,8863,8863,12,8.2272636e-05,9.541486,1.5
3280338a,Jivin Wagle,10,A,2022-11,14713,14713,8,8.2272636e-05,9.150446,1.5
3280338a,Amani Raju,10,A,2022-12,5805,5805,0,8.2272636e-05,6.5855117,1.0
3280338a,Kiaan Chandran,10,A,2023-01,6319,4139,76,0.99991775,54.299965,79.6
3280338a,Tarini Sandhu,10,A,2023-02,9575,9575,11,8.2272636e-05,13.215388,2.1
3280338a,Misha Kala,10,A,2023-03,4781,4781,9,8.2272636e-05,13.890511,2.3
3280338a,Jiya Bhatti,10,A,2023-04,10654,7938,46,0.99991775,43.941803,77.9
3280338a,Drishya Chahal,10,A,2023-05,4296,4296,2,8.2272636e-05,12.126674,2.0
3280338a,Inaaya  Barad,10,A,2023-06,10606,10606,3,8.2272636e-05,11.527284,1.9
3280338a,Akarsh Ahuja,10,A,2023-07,3174,3174,24,8.2272636e-05,9.543909,1.5
3280338a,Eva Shetty,10,A,2023-08,6357,6357,4,8.2272636e-05,10.228428,1.6
3280338a,Anvi Dutta,10,A,2023-09,5691,5691,24,8.2272636e-05,12.076343,2.0
3280338a,Himmat Kara,10,A,2023-10,14108,14108,4,8.2272636e-05,10.228428,1.6
3280338a,Ojas Sura,10,A,2023-11,4665,4665,0,8.2272636e-05,9.543909,1.5
3280338a,Vivaan Butala,10,A,2023-12,4287,4287,10,8.2272636e-05,4.467867,0.7
3280338a,Romil Sem,10,A,2024-01,12878,12878,3,8.2272636e-05,4.1921597,0.6
3280338a,Farhan Bora,10,A,2024-02,5676,5676,21,8.2272636e-05,10.250067,1.6
3280338a,Saira Divan,10,A,2024-03,3007,3007,15,8.2272636e-05,11.089374,1.8
3280338a,Shaan Johal,10,A,2024-04,9223,5078,38,0.99991775,45.726555,78.2
3280338a,Mehul Lall,10,A,2024-05,9912,9912,22,8.2272636e-05,12.862946,2.1
3280338a,Advika Kant,10,A,2024-06,6898,6898,2,8.2272636e-05,11.781571,1.9
3280338a,Adah Divan,10,A,2024-07,11409,11409,24,8.2272636e-05,11.520945,1.9
3280338a,Madhav Devi,10,A,2024-08,13971,13971,15,8.2272636e-05,10.639994,1.7
3280338a,Aarav Deol,10,A,2024-09,8206,8206,16,8.2272636e-05,12.087337,2.0
3280338a,Yuvraj  Vora,10,A,2024-10,5168,5168,26,8.2272636e-05,12.094475,2.0
3280338a,Saira Venkatesh,10,A,2024-11,10663,10663,12,8.2272636e-05,12.073074,2.0
3280338a,Nitara Batra,10,A,2024-12,11122,11122,9,8.2272636e-05,11.577064,1.9
3297dde0,Adira Halder,8,D,2022-01,7693,7693,25,8.2272636e-05,23.398073,3.9
3297dde0,Ayesha Kata,8,D,2022-02,6985,6985,13,8.2272636e-05,18.792751,3.1
3297dde0,Abram Kapoor,8,D,2022-03,13003,13003,4,8.2272636e-05,13.441741,2.2
3297dde0,Prisha Das,8,D,2022-04,5701,5701,14,8.2272636e-05,11.233217,1.8
3297dde0,Sana Sheth,8,D,2022-05,8506,8506,26,8.2272636e-05,13.816761,2.2
3297dde0,Yasmin Magar,8,D,2022-06,5608,4313,40,0.99991775,44.034576,77.9
3297dde0,Jivin Swaminathan,8,D,2022-07,12723,12723,28,8.2272636e-05,14.056052,2.3
3297dde0,Romil Gandhi,8,D,2022-08,9174,9174,3,8.2272636e-05,13.0906725,2.1
3297dde0,Divit Bakshi,8,D,2022-09,4357,4357,16,8.2272636e-05,11.510145,1.9
3297dde0,Indrans Grewal,8,D,2022-10,4649,4649,7,8.2272636e-05,8.401886,1.3
3297dde0,Dharmajan Varghese,8,D,2022-11,4345,4345,0,8.2272636e-05,7.0095034,1.1
3297dde0,Kiaan Sant,8,D,2022-12,4348,4348,4,8.2272636e-05,3.3849692,0.5
3297dde0,Tushar Chandra,8,D,2023-01,3139,3139,2,8.2272636e-05,1.9598988,0.3
3297dde0,Riya Dhawan,8,D,2023-02,5458,4056,33,0.99991775,35.595,76.5
3297dde0,Miraya Ramachandran,8,D,2023-03,11071,11071,5,8.2272636e-05,10.492222,1.7
3297dde0,Tanya Bhardwaj,8,D,2023-04,4512,4512,6,8.2272636e-05,11.357487,1.8
3297dde0,Ishaan Bhakta,8,D,2023-05,14425,11418,57,0.99991775,43.144917,77.8
3297dde0,Adira Sharaf,8,D,2023-06,3841,3841,8,8.2272636e-05,12.984021,2.1
3297dde0,Rasha Madan,8,D,2023-07,3034,3034,0,8.2272636e-05,12.595143,2.0
3297dde0,Renee Bose,8,D,2023-08,10720,10720,6,8.2272636e-05,4.2249947,0.6
3297dde0,Kavya Magar,8,D,2023-09,5909,5909,2,8.2272636e-05,2.8739364,0.4
3297dde0,Ivan Kapur,8,D,2023-10,3535,3535,1,8.2272636e-05,2.926243,0.4
3297dde0,Jayan Mane,8,D,2023-11,5186,5186,1,8.2272636e-05,1.2030813,0.1
3297dde0,Eshani Chander,8,D,2023-12,7774,7774,16,8.2272636e-05,6.086876,0.9
3297dde0,Kabir Dutta,8,D,2024-01,9009,9009,3,8.2272636e-05,6.37218,1.0
3297dde0,Nitara Wason,8,D,2024-02,14120,14120,8,8.2272636e-05,8.479387,1.3
3297dde0,Miraya Chhabra,8,D,2024-03,14233,12996,35,0.99991775,36.79468,76.7
3297dde0,Alia Bal,8,D,2024-04,14468,14468,9,8.2272636e-05,12.049632,1.9
3297dde0,Vivaan Ramanathan,8,D,2024-05,8853,7079,44,0.99991775,53.124184,79.4
3297dde0,Misha Dhingra,8,D,2024-06,4433,4433,12,8.2272636e-05,12.492695,2.0
3297dde0,Eva Warrior,8,D,2024-07,3662,3662,9,8.2272636e-05,12.492695,2.0
3297dde0,Hunar Shere,8,D,2024-08,5706,5706,24,8.2272636e-05,11.631743,1.9
3297dde0,Lavanya Amble,8,D,2024-09,8075,8075,1,8.2272636e-05,10.133294,1.6
3297dde0,Sumer Kapur,8,D,2024-10,8409,8409,1,8.2272636e-05,8.013764,1.3
3297dde0,Zoya Gupta,8,D,2024-11,4637,4637,18,8.2272636e-05,6.4148498,1.0
3297dde0,Dhruv Andra,8,D,2024-12,3638,3638,12,8.2272636e-05,10.183508,1.6
337f441c,Aradhya Wason,6,A,2022-01,3372,3372,4,8.2272636e-05,4.180152,0.6
337f441c,Divyansh Buch,6,A,2022-02,3428,3428,1,8.2272636e-05,2.4255173,0.3
337f441c,Ojas Sankaran,6,A,2022-03,7671,7671,27,8.2272636e-05,11.250349,1.8
337f441c,Parinaaz Korpal,6,A,2022-04,8369,8369,25,8.2272636e-05,18.784105,3.1
337f441c,Eva Shere,6,A,2022-05,6027,4944,30,8.2272636e-05,30.213606,5.0
337f441c,Pari Char,6,A,2022-06,5251,5251,0,8.2272636e-05,12.305022,2.0
337f441c,Akarsh Deol,6,A,2022-07,11600,11600,12,8.2272636e-05,11.368308,1.8
337f441c,Nayantara Bali,6,A,2022-08,12878,12878,21,8.2272636e-05,10.496232,1.7
337f441c,Badal Deol,6,A,2022-09,12822,12822,3,8.2272636e-05,11.037187,1.8
337f441c,Prisha Shere,6,A,2022-10,4640,4640,18,8.2272636e-05,11.368308,1.8
337f441c,Ira Karpe,6,A,2022-11,8939,8939,1,8.2272636e-05,7.4566374,1.2
337f441c,Arhaan Korpal,6,A,2022-12,4857,4857,3,8.2272636e-05,7.4566374,1.2
337f441c,Ivana Jain,6,A,2023-01,4559,4559,11,8.2272636e-05,5.108797,0.8
337f441c,Tanya Som,6,A,2023-02,7328,7328,19,8.2272636e-05,10.496232,1.7
337f441c,Darshit Ratta,6,A,2023-03,8468,8468,2,8.2272636e-05,10.168903,1.6
337f441c,Ira Setty,6,A,2023-04,8215,8215,3,8.2272636e-05,8.958325,1.4
337f441c,Kiara Sarna,6,A,2023-05,5027,5027,4,8.2272636e-05,3.0279167,0.4
337f441c,Aayush Randhawa,6,A,2023-06,5992,5992,4,8.2272636e-05,3.4352067,0.5
337f441c,Shaan Shukla,6,A,2023-07,12443,12443,4,8.2272636e-05,4.0604987,0.6
337f441c,Amira Lal,6,A,2023-08,6478,6478,9,8.2272636e-05,5.2410994,0.8
337f441c,Misha Basu,6,A,2023-09,12539,12539,19,8.2272636e-05,10.168903,1.6
337f441c,Ehsaan Ratta,6,A,2023-10,4291,4291,10,8.2272636e-05,11.323686,1.8
337f441c,Anvi Chakrabarti,6,A,2023-11,6793,6793,26,8.2272636e-05,12.305022,2.0
337f441c,Divij Sengupta,6,A,2023-12,3804,3804,22,8.2272636e-05,12.661939,2.0
337f441c,Zara Gola,6,A,2024-01,7530,7530,2,8.2272636e-05,11.731104,1.9
337f441c,Zoya Tata,6,A,2024-02,8103,8103,0,8.2272636e-05,8.958325,1.4
337f441c,Divij Lalla,6,A,2024-03,12014,10087,37,0.99991775,35.224022,76.4
337f441c,Sara Wadhwa,6,A,2024-04,4305,4305,1,8.2272636e-05,11.360975,1.8
337f441c,Shalv Deol,6,A,2024-05,14678,14678,2,8.2272636e-05,10.562866,1.7
337f441c,Lavanya Yohannan,6,A,2024-06,11993,11993,0,8.2272636e-05,1.2569007,0.1
337f441c,Dhruv Mangat,6,A,2024-07,12459,12459,17,8.2272636e-05,6.239087,1.0
337f441c,Miraya Kota,6,A,2024-08,14312,14312,15,8.2272636e-05,10.219849,1.6
337f441c,Alisha Kala,6,A,2024-09,11946,7570,78,0.99991775,65.46722,81.5
337f441c,Nirvaan Tella,6,A,2024-10,12049,9591,39,0.99991775,54.97385,79.8
337f441c,Lagan Dara,6,A,2024-11,4645,4645,9,8.2272636e-05,14.634166,2.4
337f441c,Darshit Arya,6,A,2024-12,9613,9613,8,8.2272636e-05,12.240077,2.0
33b9cb75,Chirag Goswami,11,A,2022-01,6630,6630,3,8.2272636e-05,3.0287526,0.4
33b9cb75,Shamik Bora,11,A,2022-02,14672,14672,1,8.2272636e-05,2.0384552,0.3
33b9cb75,Onkar Bobal,11,A,2022-03,8247,8247,8,8.2272636e-05,4.096136,0.6
33b9cb75,Nitara Balan,11,A,2022-04,4195,4195,3,8.2272636e-05,4.096136,0.6
33b9cb75,Yakshit Brahmbhatt,11,A,2022-05,14698,14698,19,8.2272636e-05,10.718152,1.7
33b9cb75,Ehsaan Deo,11,A,2022-06,6335,6335,1,8.2272636e-05,6.932814,1.1
33b9cb75,Mamooty Das,11,A,2022-07,11114,11114,6,8.2272636e-05,8.361853,1.3
33b9cb75,Vritika Sundaram,11,A,2022-08,6387,6387,16,8.2272636e-05,6.932814,1.1
33b9cb75,Anika Bassi,11,A,2022-09,12357,12357,6,8.2272636e-05,9.041957,1.4
